id,Keyword,Country,Location,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date,Branded,Local,Navigational,Informational,Commercial,Transactional
1297,森野薈,HK,Hong Kong,,500,0,,0,0,0,0,10,20,-10.0,,https://holidaysmart.io/hk/article/366622/%E5%85%83%E6%9C%97%E5%A5%BD%E5%8E%BB%E8%99%95-%E5%9C%8D%E7%88%90%E7%85%AE%E8%8C%B6-%E6%A3%AE%E9%87%8E%E8%96%88-%E6%B3%A2%E6%B3%A2%E5%B1%8B,,https://holidaysmart.io/hk/article/366622/%E5%85%83%E6%9C%97%E5%A5%BD%E5%8E%BB%E8%99%95-%E5%9C%8D%E7%88%90%E7%85%AE%E8%8C%B6-%E6%A3%AE%E9%87%8E%E8%96%88-%E6%B3%A2%E6%B3%A2%E5%B1%8B,2025-02-06 16:57:55,2025-05-01 15:04:04,False,False,False,True,True,False
1298,大快活午餐時段,HK,Hong Kong,"Featured snippet, People also ask",300,0,0.26,0,0,0,0,14,20,-6.0,,https://holidaysmart.io/hk/article/431408/%E5%A4%A7%E5%BF%AB%E6%B4%BB-%E5%84%AA%E6%83%A0-%E6%97%A9%E9%A4%90-%E5%8D%88%E9%A4%90-%E6%99%9A%E9%A4%90,,https://holidaysmart.io/hk/article/431408/%E5%A4%A7%E5%BF%AB%E6%B4%BB-%E5%84%AA%E6%83%A0-%E6%97%A9%E9%A4%90-%E5%8D%88%E9%A4%90-%E6%99%9A%E9%A4%90,2025-01-23 22:14:05,2025-05-01 11:33:00,True,False,False,True,True,False
1299,無印水樽,HK,Hong Kong,Thumbnail,300,0,,0,0,0,0,20,20,,,https://holidaysmart.io/hk/article/188020/%E7%92%B0%E4%BF%9D%E5%B0%8F%E5%85%88%E9%8B%92-%E6%97%A5%E6%9C%AC%E7%84%A1%E5%8D%B0%E8%89%AF%E5%93%81%E8%A8%AD%E7%BD%AE%E6%96%9F%E6%B0%B4%E6%A9%9F-%E6%8E%A8%E5%87%BA-%E6%B0%B4-%E6%A8%BD,,https://holidaysmart.io/hk/article/188020/%E7%92%B0%E4%BF%9D%E5%B0%8F%E5%85%88%E9%8B%92-%E6%97%A5%E6%9C%AC%E7%84%A1%E5%8D%B0%E8%89%AF%E5%93%81%E8%A8%AD%E7%BD%AE%E6%96%9F%E6%B0%B4%E6%A9%9F-%E6%8E%A8%E5%87%BA-%E6%B0%B4-%E6%A8%BD,2025-02-02 01:49:33,2025-04-13 01:56:06,True,False,False,False,True,True
1300,粟米鬚水要煲幾耐,HK,Hong Kong,"Featured snippet, People also ask, Sitelinks, Thumbnail",300,0,,0,0,0,0,21,20,1.0,,https://holidaysmart.io/hk/article/247831/%E5%A4%A9%E6%B0%A3%E6%BF%95%E7%86%B1-%E8%96%8F%E7%B1%B3-%E7%94%9F%E7%86%9F%E8%96%8F%E7%B1%B3-%E8%96%8F%E7%B1%B3%E6%B0%B4-%E8%96%8F%E7%B1%B3%E6%B0%B4%E9%A3%9F%E8%AD%9C-%E8%96%8F%E7%B1%B3%E6%B0%B4%E5%8A%9F%E6%95%88-%E8%96%8F%E7%B1%B3%E6%B0%B4%E7%A6%81%E5%BF%8C,,https://holidaysmart.io/hk/article/247831/%E5%A4%A9%E6%B0%A3%E6%BF%95%E7%86%B1-%E8%96%8F%E7%B1%B3-%E7%94%9F%E7%86%9F%E8%96%8F%E7%B1%B3-%E8%96%8F%E7%B1%B3%E6%B0%B4-%E8%96%8F%E7%B1%B3%E6%B0%B4%E9%A3%9F%E8%AD%9C-%E8%96%8F%E7%B1%B3%E6%B0%B4%E5%8A%9F%E6%95%88-%E8%96%8F%E7%B1%B3%E6%B0%B4%E7%A6%81%E5%BF%8C,2025-02-04 14:26:49,2025-04-17 04:01:54,False,False,False,True,False,False
1301,室內泳池,HK,Hong Kong,"Local teaser, Sitelinks, Thumbnail",400,2,,0,0,0,0,22,29,-7.0,,https://holidaysmart.io/hk/article/261916/%E9%A6%99%E6%B8%AF10%E5%A4%A7%E9%AB%98%E8%B3%AA%E6%B8%B8%E6%B3%B3%E6%B1%A0-%E7%B7%B4%E6%B0%B4%E5%BF%85%E5%8E%BB-%E7%B6%AD%E6%B8%AF%E9%9D%9A%E6%99%AF-%E8%B6%85%E9%95%B7%E6%BB%91%E6%B0%B4%E6%A2%AF,,https://holidaysmart.io/hk/article/261916/%E9%A6%99%E6%B8%AF10%E5%A4%A7%E9%AB%98%E8%B3%AA%E6%B8%B8%E6%B3%B3%E6%B1%A0-%E7%B7%B4%E6%B0%B4%E5%BF%85%E5%8E%BB-%E7%B6%AD%E6%B8%AF%E9%9D%9A%E6%99%AF-%E8%B6%85%E9%95%B7%E6%BB%91%E6%B0%B4%E6%A2%AF,2025-02-08 22:58:49,2025-04-24 02:20:51,False,False,False,True,False,False
1302,ps4遊戲推薦,HK,Hong Kong,,100,0,0.08,0,0,0,0,20,20,,,https://holidaysmart.io/hk/article/371147/ps5-ps5%E9%81%8A%E6%88%B2-%E4%B8%BB%E6%A9%9F-%E9%9B%BB%E7%8E%A9%E9%81%8A%E6%88%B2-ps5%E7%8D%A8%E4%BD%94%E9%81%8A%E6%88%B2,,https://holidaysmart.io/hk/article/371147/ps5-ps5%E9%81%8A%E6%88%B2-%E4%B8%BB%E6%A9%9F-%E9%9B%BB%E7%8E%A9%E9%81%8A%E6%88%B2-ps5%E7%8D%A8%E4%BD%94%E9%81%8A%E6%88%B2,2025-02-01 22:32:49,2025-04-11 11:14:37,True,False,False,True,True,False
1303,沙插,HK,Hong Kong,"Thumbnail, Knowledge panel",200,0,,0,0,0,0,26,20,6.0,,https://holidaysmart.io/hk/article/294916/%E6%8F%80%E6%B5%B7%E9%AE%AE%E8%B2%BC%E5%A3%AB-%E5%B8%B6%E5%AD%90-%E6%89%87%E8%B2%9D-%E5%A4%A7%E4%B8%8D%E5%90%8C-%E8%A1%97%E5%B8%82%E8%B2%B7%E6%B5%B7%E9%AE%AE%E6%94%BB%E7%95%A5-%E7%85%AE%E6%B3%95-%E6%B8%85%E6%B4%97%E7%A7%98%E8%A8%A3,,https://holidaysmart.io/hk/article/294916/%E6%8F%80%E6%B5%B7%E9%AE%AE%E8%B2%BC%E5%A3%AB-%E5%B8%B6%E5%AD%90-%E6%89%87%E8%B2%9D-%E5%A4%A7%E4%B8%8D%E5%90%8C-%E8%A1%97%E5%B8%82%E8%B2%B7%E6%B5%B7%E9%AE%AE%E6%94%BB%E7%95%A5-%E7%85%AE%E6%B3%95-%E6%B8%85%E6%B4%97%E7%A7%98%E8%A8%A3,2025-01-29 03:46:44,2025-05-07 07:02:12,False,False,False,True,False,False
1304,咸牛肉炒蛋,HK,Hong Kong,,150,0,,0,0,0,0,15,20,-5.0,,https://holidaysmart.io/hk/article/413338/%E5%A4%AA%E5%AD%90%E7%BE%8E%E9%A3%9F-%E8%A1%97%E5%9D%8A-%E5%9C%B0%E8%B8%8E-%E8%8C%B6%E6%AA%94-%E5%B7%A8%E5%9E%8B-%E9%B9%B9%E7%89%9B%E8%82%89,,https://holidaysmart.io/hk/article/413338/%E5%A4%AA%E5%AD%90%E7%BE%8E%E9%A3%9F-%E8%A1%97%E5%9D%8A-%E5%9C%B0%E8%B8%8E-%E8%8C%B6%E6%AA%94-%E5%B7%A8%E5%9E%8B-%E9%B9%B9%E7%89%9B%E8%82%89,2025-02-06 07:58:18,2025-04-18 09:52:24,False,False,False,True,False,False
1305,蘋果雪梨紅蘿蔔素湯,HK,Hong Kong,,150,0,,0,0,0,0,37,20,17.0,,https://holidaysmart.io/hk/article/248414/%E9%9B%AA%E6%A2%A8%E6%B0%B4%E5%81%9A%E6%B3%95-%E9%9B%AA%E6%A2%A8%E5%8A%9F%E6%95%88-%E7%A6%81%E5%BF%8C-%E6%AD%A2%E5%92%B3%E5%8C%96%E7%97%B0-%E6%B6%88%E6%9A%91%E9%99%8D%E7%81%AB,,https://holidaysmart.io/hk/article/270413/%E6%BB%8B%E6%BD%A4%E6%B9%AF%E6%B0%B4-%E9%A3%9F%E8%AD%9C-%E7%A7%8B%E5%A4%A9-%E8%82%A5%E5%AA%BD-%E9%BC%8E%E7%88%BA-%E6%AD%A2%E5%92%B3%E6%BD%A4%E8%82%BA,2025-02-08 10:13:36,2025-04-20 14:25:31,False,False,False,True,False,False
1306,淘寶優惠碼hk01,HK,Hong Kong,,100,0,,0,0,0,0,24,20,4.0,,https://holidaysmart.io/hk/article/436774/%E6%B7%98%E5%AF%B6-%E9%A6%99%E6%B8%AF-%E9%9B%99%E5%8D%81%E4%B8%80-%E5%85%A8%E6%B8%AF%E5%8C%85%E9%83%B5,,https://holidaysmart.io/hk/article/436774/%E6%B7%98%E5%AF%B6-%E9%A6%99%E6%B8%AF-%E9%9B%99%E5%8D%81%E4%B8%80-%E5%85%A8%E6%B8%AF%E5%8C%85%E9%83%B5,2025-01-26 17:20:03,2025-05-06 14:03:42,True,False,False,True,True,True
1307,紅蘿蔔雪梨湯,HK,Hong Kong,"Featured snippet, Thumbnail",100,0,,0,0,0,0,9,20,-11.0,,https://holidaysmart.io/hk/article/248414/%E9%9B%AA%E6%A2%A8%E6%B0%B4%E5%81%9A%E6%B3%95-%E9%9B%AA%E6%A2%A8%E5%8A%9F%E6%95%88-%E7%A6%81%E5%BF%8C-%E6%AD%A2%E5%92%B3%E5%8C%96%E7%97%B0-%E6%B6%88%E6%9A%91%E9%99%8D%E7%81%AB,,https://holidaysmart.io/hk/article/248414/%E9%9B%AA%E6%A2%A8%E6%B0%B4%E5%81%9A%E6%B3%95-%E9%9B%AA%E6%A2%A8%E5%8A%9F%E6%95%88-%E7%A6%81%E5%BF%8C-%E6%AD%A2%E5%92%B3%E5%8C%96%E7%97%B0-%E6%B6%88%E6%9A%91%E9%99%8D%E7%81%AB,2025-01-22 15:40:06,2025-05-01 12:24:16,False,False,False,True,False,False
1308,研香,HK,Hong Kong,"Thumbnail, Sitelinks",1500,0,,0,0,0,0,17,21,-4.0,,https://holidaysmart.io/hk/article/350402/%E7%A0%94%E9%A6%99-%E5%B0%96%E6%B2%99%E5%92%80-%E6%85%A2%E7%A3%A8%E8%8A%9D%E9%BA%BB%E7%B3%8A-%E9%96%8B%E5%BF%83%E6%9E%9C%E9%9C%B2-%E6%89%92%E6%88%BF-%E6%A6%B4%E6%A7%A4%E5%86%B0,,https://holidaysmart.io/hk/article/350402/%E7%A0%94%E9%A6%99-%E5%B0%96%E6%B2%99%E5%92%80-%E6%85%A2%E7%A3%A8%E8%8A%9D%E9%BA%BB%E7%B3%8A-%E9%96%8B%E5%BF%83%E6%9E%9C%E9%9C%B2-%E6%89%92%E6%88%BF-%E6%A6%B4%E6%A7%A4%E5%86%B0,2025-02-06 10:49:12,2025-05-02 01:34:27,False,False,False,True,True,False
1309,惠康營業時間,HK,Hong Kong,Local pack,1900,1,0.01,0,0,0,0,31,22,9.0,,https://holidaysmart.io/hk/article/305068/%E6%83%A0%E5%BA%B7%E7%87%9F%E6%A5%AD%E6%99%82%E9%96%93%E6%9B%B4%E6%94%B9-%E6%83%A0%E5%BA%B7%E8%B6%85%E5%B8%827%E9%96%93%E5%88%86%E5%BA%97%E6%8F%90%E6%97%A9%E8%90%BD%E9%96%98-%E5%85%A7%E9%99%84%E5%88%86%E5%BA%97%E5%90%8D%E5%96%AE%EF%BC%88%E4%B8%8D%E6%96%B7%E6%9B%B4%E6%96%B0%EF%BC%89,,https://holidaysmart.io/hk/article/305068/%E6%83%A0%E5%BA%B7%E7%87%9F%E6%A5%AD%E6%99%82%E9%96%93%E6%9B%B4%E6%94%B9-%E6%83%A0%E5%BA%B7%E8%B6%85%E5%B8%827%E9%96%93%E5%88%86%E5%BA%97%E6%8F%90%E6%97%A9%E8%90%BD%E9%96%98-%E5%85%A7%E9%99%84%E5%88%86%E5%BA%97%E5%90%8D%E5%96%AE%EF%BC%88%E4%B8%8D%E6%96%B7%E6%9B%B4%E6%96%B0%EF%BC%89,2025-02-08 05:53:13,2025-05-05 07:56:28,True,False,False,True,False,False
1310,無聲絕境2,HK,Hong Kong,"Thumbnail, Knowledge panel",250,0,,0,0,0,0,23,21,2.0,,https://holidaysmart.io/hk/article/249326/%E7%84%A1%E8%81%B2%E7%B5%95%E5%A2%832-emilyblunt-johnkrasinski-%E9%A9%9A%E6%82%9A-%E9%A6%99%E6%B8%AF-%E7%B5%90%E5%B1%80-%E5%85%A7%E5%AE%B9,,https://holidaysmart.io/hk/article/249326/%E7%84%A1%E8%81%B2%E7%B5%95%E5%A2%832-emilyblunt-johnkrasinski-%E9%A9%9A%E6%82%9A-%E9%A6%99%E6%B8%AF-%E7%B5%90%E5%B1%80-%E5%85%A7%E5%AE%B9,2025-02-05 02:31:24,2025-04-15 20:14:44,True,False,False,True,False,False
1311,荷蘭撻,HK,Hong Kong,Thumbnail,200,0,,0,0,0,0,32,21,11.0,,https://holidaysmart.io/hk/article/305105/%E9%9B%86%E9%AB%94%E5%9B%9E%E6%86%B6-%E6%B8%AF%E5%BC%8F%E6%87%B7%E8%88%8A%E8%A5%BF%E9%A4%85-%E7%AB%A5%E5%B9%B4%E5%9B%9E%E6%86%B6-%E6%9C%B1%E5%8F%A4%E5%8A%9B%E4%B8%89%E8%A7%92%E8%9B%8B%E7%B3%95-%E5%BF%8C%E5%BB%89%E7%AD%92,,https://holidaysmart.io/hk/article/305105/%E9%9B%86%E9%AB%94%E5%9B%9E%E6%86%B6-%E6%B8%AF%E5%BC%8F%E6%87%B7%E8%88%8A%E8%A5%BF%E9%A4%85-%E7%AB%A5%E5%B9%B4%E5%9B%9E%E6%86%B6-%E6%9C%B1%E5%8F%A4%E5%8A%9B%E4%B8%89%E8%A7%92%E8%9B%8B%E7%B3%95-%E5%BF%8C%E5%BB%89%E7%AD%92,2025-01-22 23:35:40,2025-04-25 04:01:20,False,False,False,True,False,False
1312,屋子,HK,Hong Kong,Thumbnail,350,1,,0,0,0,0,25,21,4.0,,https://holidaysmart.io/hk/article/253414/3000%E5%91%8E%E5%B1%8B%E5%AD%90cafe-%E9%80%B2%E9%A7%90%E5%B0%87%E8%BB%8D%E6%BE%B3-%E6%97%A5%E7%B3%BB%E9%80%8F%E5%85%89-%E6%A6%BB%E6%A6%BB%E7%B1%B3%E5%BA%A7%E4%BD%8D-%E6%8A%B9%E8%8C%B6%E5%B0%8F%E5%B1%B1%E8%9B%8B%E7%B3%95,,https://holidaysmart.io/hk/article/253414/3000%E5%91%8E%E5%B1%8B%E5%AD%90cafe-%E9%80%B2%E9%A7%90%E5%B0%87%E8%BB%8D%E6%BE%B3-%E6%97%A5%E7%B3%BB%E9%80%8F%E5%85%89-%E6%A6%BB%E6%A6%BB%E7%B1%B3%E5%BA%A7%E4%BD%8D-%E6%8A%B9%E8%8C%B6%E5%B0%8F%E5%B1%B1%E8%9B%8B%E7%B3%95,2025-02-02 20:11:51,2025-04-13 13:55:11,False,False,True,False,True,False
1313,摺疊行李箱muji,HK,Hong Kong,Thumbnail,150,0,,0,0,0,0,15,21,-6.0,,https://holidaysmart.io/hk/article/73744/%E8%A1%8C%E6%9D%8E%E7%AE%B1%E9%83%BD%E5%8F%AF%E4%BB%A5%E6%91%BA%E5%88%B0%E5%A5%BD%E8%96%84%E5%92%81%E6%94%B6%E5%9F%8B-%E7%84%A1%E5%8D%B0%E8%89%AF%E5%93%815%E4%BB%B6%E8%B6%85%E5%AF%A6%E7%94%A8%E6%97%85%E8%A1%8C%E7%94%A8%E5%93%81-%E5%A5%BD%E5%A4%9A%E9%83%BD%E5%8B%81%E6%85%B3%E4%BD%8D,,https://holidaysmart.io/hk/article/73744/%E8%A1%8C%E6%9D%8E%E7%AE%B1%E9%83%BD%E5%8F%AF%E4%BB%A5%E6%91%BA%E5%88%B0%E5%A5%BD%E8%96%84%E5%92%81%E6%94%B6%E5%9F%8B-%E7%84%A1%E5%8D%B0%E8%89%AF%E5%93%815%E4%BB%B6%E8%B6%85%E5%AF%A6%E7%94%A8%E6%97%85%E8%A1%8C%E7%94%A8%E5%93%81-%E5%A5%BD%E5%A4%9A%E9%83%BD%E5%8B%81%E6%85%B3%E4%BD%8D,2025-02-05 14:33:12,2025-04-17 05:10:34,True,False,True,False,True,True
1314,嫣裳記,HK,Hong Kong,,150,0,,0,0,0,0,23,21,2.0,,https://holidaysmart.io/hk/article/25507/%E4%B8%80%E7%A7%92%E8%AE%8A%E6%B7%91%E5%A5%B3-%E4%B8%AD%E7%92%B0%E5%AB%A3%E8%A3%B3%E8%A8%98%E6%97%97%E8%A2%8D%E6%96%87%E5%8C%96%E9%AB%94%E9%A9%97-%E6%BD%AE%E5%A5%B3%E6%96%B0%E5%AF%B5,,https://holidaysmart.io/hk/article/25507/%E4%B8%80%E7%A7%92%E8%AE%8A%E6%B7%91%E5%A5%B3-%E4%B8%AD%E7%92%B0%E5%AB%A3%E8%A3%B3%E8%A8%98%E6%97%97%E8%A2%8D%E6%96%87%E5%8C%96%E9%AB%94%E9%A9%97-%E6%BD%AE%E5%A5%B3%E6%96%B0%E5%AF%B5,2025-01-29 01:58:11,2025-04-11 14:31:08,True,False,True,True,True,False
1315,淘寶雙十一優惠,HK,Hong Kong,"Featured snippet, Thumbnail, People also ask",100,0,,0,0,0,0,17,21,-4.0,,https://holidaysmart.io/hk/article/436774/%E6%B7%98%E5%AF%B6-%E9%A6%99%E6%B8%AF-%E9%9B%99%E5%8D%81%E4%B8%80-%E5%85%A8%E6%B8%AF%E5%8C%85%E9%83%B5,,https://holidaysmart.io/hk/article/436774/%E6%B7%98%E5%AF%B6-%E9%A6%99%E6%B8%AF-%E9%9B%99%E5%8D%81%E4%B8%80-%E5%85%A8%E6%B8%AF%E5%8C%85%E9%83%B5,2025-01-23 21:39:31,2025-05-03 09:10:02,True,False,False,True,True,False
1316,淘寶優惠碼alipay,HK,Hong Kong,Sitelinks,450,0,,0,0,0,0,22,22,,,https://holidaysmart.io/hk/article/436774/%E6%B7%98%E5%AF%B6-%E9%A6%99%E6%B8%AF-%E9%9B%99%E5%8D%81%E4%B8%80-%E5%85%A8%E6%B8%AF%E5%8C%85%E9%83%B5,,https://holidaysmart.io/hk/article/436774/%E6%B7%98%E5%AF%B6-%E9%A6%99%E6%B8%AF-%E9%9B%99%E5%8D%81%E4%B8%80-%E5%85%A8%E6%B8%AF%E5%8C%85%E9%83%B5,2025-02-06 02:58:22,2025-04-30 14:29:48,True,False,False,True,True,False
1317,青提子功效,HK,Hong Kong,"Featured snippet, People also ask, Sitelinks",400,0,,0,0,0,0,18,22,-4.0,,https://holidaysmart.io/hk/article/279021/%E6%8F%90%E5%AD%90-%E9%A6%99%E5%8D%B0%E6%8F%90%E5%AD%90-%E5%B7%A8%E5%B3%B0%E6%8F%90%E5%AD%90-%E5%8A%9F%E6%95%88-%E5%93%81%E7%A8%AE-%E7%87%9F%E9%A4%8A%E5%83%B9%E5%80%BC,,https://holidaysmart.io/hk/article/279021/%E6%8F%90%E5%AD%90-%E9%A6%99%E5%8D%B0%E6%8F%90%E5%AD%90-%E5%B7%A8%E5%B3%B0%E6%8F%90%E5%AD%90-%E5%8A%9F%E6%95%88-%E5%93%81%E7%A8%AE-%E7%87%9F%E9%A4%8A%E5%83%B9%E5%80%BC,2025-02-05 07:17:01,2025-04-16 12:52:27,False,False,False,True,False,False
1318,muji水樽,HK,Hong Kong,,250,0,,0,0,0,0,22,22,,,https://holidaysmart.io/hk/article/188020/%E7%92%B0%E4%BF%9D%E5%B0%8F%E5%85%88%E9%8B%92-%E6%97%A5%E6%9C%AC%E7%84%A1%E5%8D%B0%E8%89%AF%E5%93%81%E8%A8%AD%E7%BD%AE%E6%96%9F%E6%B0%B4%E6%A9%9F-%E6%8E%A8%E5%87%BA-%E6%B0%B4-%E6%A8%BD,,https://holidaysmart.io/hk/article/188020/%E7%92%B0%E4%BF%9D%E5%B0%8F%E5%85%88%E9%8B%92-%E6%97%A5%E6%9C%AC%E7%84%A1%E5%8D%B0%E8%89%AF%E5%93%81%E8%A8%AD%E7%BD%AE%E6%96%9F%E6%B0%B4%E6%A9%9F-%E6%8E%A8%E5%87%BA-%E6%B0%B4-%E6%A8%BD,2025-02-05 10:32:31,2025-04-17 21:52:05,True,False,False,False,True,True
1319,焗雞翼脆皮,HK,Hong Kong,People also ask,150,0,,0,0,0,0,57,22,35.0,,https://holidaysmart.io/hk/category/holiday-kitchen,,https://holidaysmart.io/hk/article/253281/%E6%B0%A3%E7%82%B8%E9%8D%8B%E9%9B%9E%E7%BF%BC%E9%A3%9F%E8%AD%9C-%E5%9C%9F%E5%8C%AA%E9%9B%9E%E7%BF%BC-%E5%8D%97%E4%B9%B3%E9%9B%9E%E7%BF%BC-%E8%84%86%E7%89%87%E9%9B%9E%E7%BF%BC-%E9%9F%93%E5%BC%8F%E9%9B%9E%E7%BF%BC,2025-01-31 17:57:50,2025-04-10 09:25:39,False,False,False,True,False,False
1320,雪梨雪耳糖水,HK,Hong Kong,"Featured snippet, People also ask",200,0,,0,0,0,0,33,22,11.0,,https://holidaysmart.io/hk/article/248414/%E9%9B%AA%E6%A2%A8%E6%B0%B4%E5%81%9A%E6%B3%95-%E9%9B%AA%E6%A2%A8%E5%8A%9F%E6%95%88-%E7%A6%81%E5%BF%8C-%E6%AD%A2%E5%92%B3%E5%8C%96%E7%97%B0-%E6%B6%88%E6%9A%91%E9%99%8D%E7%81%AB,,https://holidaysmart.io/hk/article/248414/%E9%9B%AA%E6%A2%A8%E6%B0%B4%E5%81%9A%E6%B3%95-%E9%9B%AA%E6%A2%A8%E5%8A%9F%E6%95%88-%E7%A6%81%E5%BF%8C-%E6%AD%A2%E5%92%B3%E5%8C%96%E7%97%B0-%E6%B6%88%E6%9A%91%E9%99%8D%E7%81%AB,2025-01-27 20:24:26,2025-04-09 04:12:11,False,False,False,True,False,False
1321,深仔記雲吞麵,HK,Hong Kong,"Sitelinks, Thumbnail, Local teaser",150,0,,0,0,0,0,33,23,10.0,,https://holidaysmart.io/hk/article/339030/%E5%B0%96%E6%B2%99%E5%92%80%E7%BE%8E%E9%A3%9F-%E8%8C%B6%E9%A4%90%E5%BB%B3-%E5%8E%9A%E8%9B%8B%E6%B2%BB-%E8%80%81%E5%AD%97%E8%99%9F,,https://holidaysmart.io/hk/article/339030/%E5%B0%96%E6%B2%99%E5%92%80%E7%BE%8E%E9%A3%9F-%E8%8C%B6%E9%A4%90%E5%BB%B3-%E5%8E%9A%E8%9B%8B%E6%B2%BB-%E8%80%81%E5%AD%97%E8%99%9F,2025-02-03 15:29:05,2025-04-14 12:16:56,True,False,False,True,True,False
1322,干腰榴槤,HK,Hong Kong,"Featured snippet, Thumbnail, Sitelinks, People also ask",150,0,,0,0,0,0,30,22,8.0,,https://holidaysmart.io/hk/article/245728/%E5%A4%8F%E5%A4%A9%E6%B0%B4%E6%9E%9C-%E6%9E%9C%E7%8E%8B-%E6%A6%B4%E6%A7%A4-%E9%A6%AC%E4%BE%86%E8%A5%BF%E4%BA%9E-%E6%B3%B0%E5%9C%8B-%E6%A6%B4%E6%A7%A4%E5%93%81%E7%A8%AE-%E9%BB%91%E5%88%BA-%E8%B2%93%E5%B1%B1%E7%8E%8B-d24-%E7%B4%85%E8%9D%A6-%E9%87%91%E5%8C%85-%E9%87%91%E9%B3%B3-%E8%91%AB%E8%98%86-%E7%B4%85%E8%82%89-%E9%87%91%E6%9E%95%E9%A0%AD-%E5%B9%B2%E5%A0%AF-%E9%9D%92%E5%B0%BC-%E7%94%B2%E4%BE%96,,https://holidaysmart.io/hk/article/245728/%E5%A4%8F%E5%A4%A9%E6%B0%B4%E6%9E%9C-%E6%9E%9C%E7%8E%8B-%E6%A6%B4%E6%A7%A4-%E9%A6%AC%E4%BE%86%E8%A5%BF%E4%BA%9E-%E6%B3%B0%E5%9C%8B-%E6%A6%B4%E6%A7%A4%E5%93%81%E7%A8%AE-%E9%BB%91%E5%88%BA-%E8%B2%93%E5%B1%B1%E7%8E%8B-d24-%E7%B4%85%E8%9D%A6-%E9%87%91%E5%8C%85-%E9%87%91%E9%B3%B3-%E8%91%AB%E8%98%86-%E7%B4%85%E8%82%89-%E9%87%91%E6%9E%95%E9%A0%AD-%E5%B9%B2%E5%A0%AF-%E9%9D%92%E5%B0%BC-%E7%94%B2%E4%BE%96,2025-02-02 07:18:07,2025-04-12 14:01:55,False,False,False,True,True,True
1323,瑞士雞翼食譜,HK,Hong Kong,,100,0,,0,0,0,0,24,22,2.0,,https://holidaysmart.io/hk/article/243350/%E9%9B%9E%E7%BF%BC-%E9%9B%9E%E7%BF%BC%E9%A3%9F%E8%AD%9C-%E6%B2%99%E5%A7%9C%E9%9B%9E%E7%BF%BC-%E5%9C%9F%E5%8C%AA%E9%9B%9E%E7%BF%BC-%E8%A0%94%E6%B2%B9%E8%96%AF%E4%BB%94%E7%82%86%E9%9B%9E%E7%BF%BC-%E8%9C%9C%E7%B3%96%E9%9B%9E%E7%BF%BC-%E6%A1%82%E8%8A%B1%E7%85%8E%E9%9B%9E%E7%BF%BC-%E6%AA%B8%E6%AA%AC%E9%9B%9E%E7%BF%BC-%E7%91%9E%E5%A3%AB%E9%9B%9E%E7%BF%BC-%E8%B1%89%E6%B2%B9%E7%8E%8B%E9%9B%9E%E7%BF%BC-%E5%AD%9C%E7%84%B6%E7%83%A4%E9%9B%9E%E7%BF%BC,,https://holidaysmart.io/hk/article/243350/%E9%9B%9E%E7%BF%BC-%E9%9B%9E%E7%BF%BC%E9%A3%9F%E8%AD%9C-%E6%B2%99%E5%A7%9C%E9%9B%9E%E7%BF%BC-%E5%9C%9F%E5%8C%AA%E9%9B%9E%E7%BF%BC-%E8%A0%94%E6%B2%B9%E8%96%AF%E4%BB%94%E7%82%86%E9%9B%9E%E7%BF%BC-%E8%9C%9C%E7%B3%96%E9%9B%9E%E7%BF%BC-%E6%A1%82%E8%8A%B1%E7%85%8E%E9%9B%9E%E7%BF%BC-%E6%AA%B8%E6%AA%AC%E9%9B%9E%E7%BF%BC-%E7%91%9E%E5%A3%AB%E9%9B%9E%E7%BF%BC-%E8%B1%89%E6%B2%B9%E7%8E%8B%E9%9B%9E%E7%BF%BC-%E5%AD%9C%E7%84%B6%E7%83%A4%E9%9B%9E%E7%BF%BC,2025-01-24 01:12:22,2025-05-02 09:36:03,False,False,False,True,False,False
1324,封門柳位置,HK,Hong Kong,"Featured snippet, Thumbnail, Sitelinks",150,0,,0,0,0,0,17,22,-5.0,,https://holidaysmart.io/hk/article/300780/%E6%89%8B%E5%88%87%E7%89%9B%E8%82%89-%E7%81%AB%E9%8D%8B%E6%89%93%E9%82%8A%E7%88%90-%E5%88%81%E9%91%BD%E9%83%A8%E4%BD%8D-%E8%A1%97%E5%B8%82%E8%82%A5%E7%89%9B%E8%88%96-%E7%B6%B2%E5%BA%97%E9%80%81%E8%B2%A8,,https://holidaysmart.io/hk/article/300780/%E6%89%8B%E5%88%87%E7%89%9B%E8%82%89-%E7%81%AB%E9%8D%8B%E6%89%93%E9%82%8A%E7%88%90-%E5%88%81%E9%91%BD%E9%83%A8%E4%BD%8D-%E8%A1%97%E5%B8%82%E8%82%A5%E7%89%9B%E8%88%96-%E7%B6%B2%E5%BA%97%E9%80%81%E8%B2%A8,2025-01-29 12:21:54,2025-05-07 10:07:13,False,False,False,True,False,False
